1000 56725
41 467 2
742 516 7
752 220 5
691 230 5
680 345 9
625 782 3
476 321 9
422 599 4
397 440 2
589 985 9
595 149 10
770 853 6
397 750 10
134 539 2
588 493 4
854 861 6
480 900 1
190 849 4
295 28 10
100 93 3
7 483 1
149 721 5
733 562 5
188 356 6
683 374 7
878 730 5
343 788 6
32 13 4
213 686 2
382 772 2
566 87 9
841 884 5
167 638 4
473 955 1
227 74 6
525 309 9
327 151 2
686 401 9
437 198 7
587 754 8
803 939 3
491 81 2
830 469 3
545 300 5
370 671 10
297 728 4
726 441 6
444 699 2
842 627 7
536 741 6
45 543 8
298 126 1
269 649 1
776 65 7
703 647 7
460 887 4
203 767 8
956 467 8
972 632 6
13 678 1
650 556 2
687 993 5
384 563 6
384 727 6
919 573 3
288 476 8
723 302 10
750 209 5
162 529 7
710 65 5
329 717 8
449 751 10
957 277 10
660 596 2
254 336 8
366 425 6
991 920 6
420 200 4
640 895 10
943 478 4
90 974 2
401 453 8
180 866 6
725 377 4
512 994 9
666 330 2
527 846 10
716 919 7
291 94 8
88 382 5
209 677 7
745 4 3
743 106 3
809 177 6
653 16 6
533 400 10
582 986 9
401 552 4
297 576 1
317 175 1
1 743 9
204 946 9
217 228 9
906 602 7
690 653 9
125 983 9
94 145 10
655 363 3
577 847 3
841 750 1
497 901 2
948 849 9
84 622 5
469 230 1
428 488 7
445 357 7
375 604 1
30 585 10
204 122 2
861 985 3
272 401 1
864 216 9
493 559 8
435 46 4
341 267 7
639 340 6
980 419 2
474 598 1
46 366 3
553 182 5
391 313 1
288 655 8
661 62 9
155 160 4
517 55 5
197 609 1
144 899 9
779 980 7
653 668 9
647 845 2
34 28 2
614 590 9
189 98 8
18 641 6
665 814 6
394 990 7
213 195 6
958 856 10
241 775 9
850 711 10
437 393 1
579 796 5
9 292 8
180 13 9
194 139 8
271 713 3
15 307 8
496 802 9
290 523 4
136 638 3
876 303 6
877 734 1
624 341 3
297 87 9
567 107 2
672 570 10
807 586 5
377 924 6
570 688 9
750 190 6
248 52 6
991 870 5
18 383 7
596 287 10
148 359 7
890 754 8
660 176 4
23 975 4
423 131 6
49 860 9
132 194 10
703 547 7
326 661 9
988 660 6
450 914 8
928 455 8
917 943 3
213 949 5
265 267 3
850 804 1
790 227 3
416 506 3
323 645 7
182 215 5
521 462 2
739 793 10
843 762 7
968 624 2
194 524 9
472 758 7
100 693 7
735 143 2
465 856 9
362 328 8
851 351 5
391 263 10
208 222 7
319 545 9
218 320 1
642 118 8
895 179 8
988 710 9
117 792 10
740 48 6
538 655 7
734 639 3
171 347 1
779 315 7
71 139 9
644 292 10
692 66 1
717 888 1
771 66 3
478 895 7
987 100 4
960 815 6
44 547 1
716 620 9
716 580 8
592 703 1
751 764 9
520 759 8
321 992 10
340 521 5
884 332 8
567 872 10
266 985 7
25 158 9
363 954 10
913 619 4
307 912 2
840 929 8
461 956 7
263 94 8
578 323 7
535 807 5
741 451 2
676 903 6
511 664 3
425 801 9
308 600 10
664 119 5
267 629 8
605 463 1
493 550 5
276 577 2
985 893 5
811 606 8
724 29 7
232 307 9
785 47 2
357 13 2
50 463 4
774 381 6
550 479 5
310 752 3
545 56 4
627 725 5
75 449 2
32 766 2
407 905 8
63 548 1
643 5 1
26 246 4
374 77 6
770 163 8
18 85 2
100 246 7
101 773 5
711 268 6
30 850 8
355 62 4
887 806 9
974 311 4
491 88 9
274 458 3
363 847 6
936 510 9
457 556 9
640 443 8
474 720 9
334 1 6
528 255 1
476 557 9
146 177 6
888 288 1
737 940 7
559 773 3
42 104 9
714 665 4
900 831 8
240 473 7
224 190 10
676 313 8
371 170 2
898 382 8
800 486 1
213 212 3
779 598 5
232 70 9
46 343 10
990 111 5
529 450 1
134 789 3
822 705 10
821 660 9
642 470 4
498 736 1
662 976 8
724 350 10
996 49 2
857 180 1
579 306 1
325 330 9
139 323 5
697 196 4
848 210 1
318 70 10
195 118 10
188 324 3
552 243 3
943 6 3
660 573 10
164 506 8
790 133 6
539 952 1
952 243 7
267 550 1
292 666 1
903 268 8
944 639 9
91 15 4
92 734 9
393 547 5
201 795 5
950 834 3
746 555 6
896 197 3
253 587 1
242 877 2
418 17 8
968 559 7
152 624 1
827 550 7
135 420 1
341 844 6
215 395 2
819 190 5
633 533 4
302 762 6
427 539 9
348 606 10
175 421 2
698 69 4
595 146 4
553 261 9
959 99 8
544 658 10
59 716 1
881 322 6
559 832 2
322 323 4
522 782 5
356 534 3
715 437 10
655 942 9
883 459 6
157 74 6
719 184 9
795 434 10
374 691 3
140 786 3
923 600 6
544 350 8
928 874 1
929 792 9
893 566 10
428 582 6
874 842 8
672 907 7
578 110 2
415 265 4
523 678 5
281 602 8
869 743 2
229 506 4
505 298 3
201 10 1
128 924 2
216 998 1
484 224 8
613 366 8
343 649 7
331 491 3
260 492 3
233 661 2
639 807 10
660 636 10
187 465 2
948 194 3
492 284 2
201 737 2
513 248 4
255 889 2
569 444 4
564 6 5
121 80 5
493 801 5
3 740 1
845 204 6
507 396 7
640 713 9
583 399 5
216 369 9
660 441 7
262 712 1
242 518 6
692 947 9
288 740 3
63 238 9
870 45 1
648 473 6
889 63 9
862 391 4
161 747 9
88 895 7
260 145 10
240 524 9
158 645 9
228 857 7
262 592 4
431 652 8
114 46 6
314 217 3
11 945 9
735 710 2
551 902 4
867 327 3
220 117 3
607 767 10
975 212 10
477 951 10
7 889 10
365 496 9
611 4 10
908 16 6
495 480 5
742 656 6
367 431 4
190 311 2
207 193 9
528 784 1
232 88 2
747 611 5
713 430 5
143 327 4
711 259 4
869 610 2
179 76 4
872 304 4
728 832 8
712 682 10
136 995 7
358 28 2
129 749 8
336 806 4
216 898 4
565 57 1
232 189 9
423 142 10
722 56 5
457 27 1
455 768 5
691 686 6
532 513 8
295 660 3
454 751 9
386 610 4
589 593 8
427 184 4
917 99 10
645 699 9
631 441 4
929 591 4
312 192 5
553 952 6
304 621 2
469 421 3
428 616 3
956 753 10
503 718 10
451 626 7
234 687 2
537 562 10
935 843 7
273 833 10
583 350 6
591 645 9
993 329 10
111 438 9
609 343 3
182 251 2
737 371 7
378 551 1
65 170 8
281 456 5
575 129 10
969 219 5
962 724 4
166 844 6
720 193 4
968 904 9
649 420 1
302 373 9
683 665 3
764 433 10
951 982 4
574 31 7
241 493 4
118 964 1
894 27 8
749 985 2
169 745 2
69 470 3
893 795 6
725 301 8
343 280 2
769 349 1
537 307 6
795 438 9
225 377 6
374 744 1
778 921 7
721 538 6
319 4 10
288 510 8
60 16 8
87 862 7
311 731 4
145 909 7
484 528 7
755 279 5
436 15 6
46 476 9
44 53 1
681 832 1
472 893 4
790 791 1
112 92 8
105 292 3
978 992 2
343 691 6
652 241 6
865 448 9
245 120 2
816 633 7
114 426 9
539 2 6
831 880 10
427 688 9
992 568 1
876 137 4
768 841 3
500 519 7
592 767 10
964 335 9
244 262 4
781 620 9
689 258 8
770 900 2
669 756 3
763 46 7
74 618 4
101 913 3
285 114 8
114 939 3
499 815 6
708 746 9
287 439 10
503 858 8
765 163 2
708 856 2
460 827 3
367 191 10
920 548 10
649 255 5
728 566 8
955 554 6
909 11 4
611 697 2
796 161 3
272 845 2
135 183 2
97 760 8
637 670 8
47 869 3
589 123 6
150 269 2
895 822 2
482 294 7
980 382 8
76 389 1
787 31 10
240 239 2
668 260 9
708 831 10
228 277 6
442 322 2
677 847 1
235 698 2
826 418 4
341 48 3
935 254 5
45 776 3
348 953 8
529 465 1
937 11 3
649 234 8
669 278 6
813 145 2
184 65 10
137 868 10
958 382 4
575 654 2
449 624 1
516 633 10
753 760 8
945 53 1
456 679 3
871 88 8
284 950 8
2 626 6
339 801 10
70 544 7
770 796 2
191 996 1
131 676 10
449 344 4
371 734 1
367 75 10
629 729 2
32 286 6
602 96 4
964 457 10
191 84 9
774 274 1
944 123 7
603 89 8
720 151 1
139 850 1
553 816 3
542 133 9
730 474 3
437 53 3
371 396 9
904 404 7
5 74 10
697 755 9
840 91 4
967 563 2
336 903 3
300 228 1
531 807 2
153 920 10
271 909 5
393 682 5
42 605 10
9 338 10
381 617 10
537 833 5
700 782 9
151 568 8
971 877 3
959 846 4
446 408 7
9 676 3
679 719 5
646 265 1
698 198 9
433 837 3
861 195 10
458 139 2
180 191 5
814 412 4
2 828 2
199 851 6
866 379 9
943 691 3
742 222 4
596 815 6
648 341 2
618 695 3
429 516 2
211 191 3
261 457 1
693 786 5
270 216 2
956 795 9
32 328 3
373 487 10
419 376 1
880 724 9
296 42 7
145 430 10
121 704 7
917 988 8
377 208 7
600 802 7
403 39 2
441 11 6
247 568 8
131 368 8
873 41 6
606 861 2
537 40 3
840 34 1
288 168 4
749 336 4
381 227 4
12 88 10
492 570 3
42 685 7
420 230 1
254 356 3
757 201 9
464 650 6
643 205 3
322 162 8
194 563 6
219 210 9
428 466 5
820 47 6
44 188 3
669 239 6
464 403 1
731 510 9
498 38 9
315 282 10
862 672 4
453 14 8
549 844 10
462 841 6
225 198 1
851 322 3
301 591 9
515 532 7
889 327 3
916 551 4
565 6 7
180 898 2
581 474 5
552 624 7
444 561 5
411 173 10
48 268 1
867 328 1
322 106 3
656 121 9
834 292 2
234 749 3
887 215 2
8 710 6
130 659 1
725 298 4
25 569 6
375 30 10
385 173 2
102 760 5
44 922 7
838 673 1
473 274 9
285 527 8
864 392 2
877 962 8
180 597 1
578 374 6
552 929 4
363 596 2
447 504 6
53 973 1
499 387 3
25 288 5
511 443 10
698 346 9
662 467 10
766 604 6
282 94 2
737 137 3
291 801 2
885 710 4
128 125 7
495 603 6
405 173 5
573 41 5
657 395 5
879 260 1
555 925 5
65 223 3
752 933 10
484 212 6
148 458 1
434 341 7
413 352 4
258 602 6
639 63 2
869 540 7
927 369 7
239 270 10
663 185 3
189 93 7
692 541 1
167 266 5
480 825 6
481 6 6
417 301 9
922 325 5
809 654 9
696 269 3
144 46 7
188 936 6
947 746 10
608 39 9
290 78 3
33 210 6
487 783 9
455 123 1
4 347 1
451 748 3
708 900 7
199 728 6
862 31 2
212 844 3
296 951 7
877 656 8
950 776 6
368 977 7
193 586 3
51 509 4
380 963 4
676 860 3
38 96 6
427 421 1
476 894 3
639 214 3
242 583 9
732 460 7
374 234 6
251 644 7
96 448 4
642 840 1
204 253 9
870 648 1
388 653 9
310 397 7
742 955 4
392 441 4
346 784 1
122 190 10
481 144 8
178 57 1
439 427 7
449 841 5
496 716 1
860 599 1
622 298 7
468 610 1
218 961 9
398 315 2
102 663 8
895 410 5
192 214 4
984 552 6
627 873 5
320 378 4
791 828 8
63 504 8
588 108 9
62 542 10
665 469 1
821 297 1
135 847 5
253 13 9
569 885 3
397 868 3
701 689 7
388 526 8
81 619 7
883 65 6
277 972 2
437 134 10
692 935 1
598 562 4
452 749 7
630 497 6
192 772 2
575 664 9
67 142 5
627 467 7
746 237 4
145 265 10
110 125 10
178 708 6
44 565 1
103 880 4
980 274 5
976 712 7
372 155 9
55 189 4
569 474 10
63 824 8
736 971 9
207 597 3
762 392 7
180 90 3
796 365 1
75 102 2
499 648 9
455 478 5
823 539 2
645 608 5
313 508 10
257 516 2
979 486 4
690 983 5
857 951 8
652 100 9
132 200 1
594 610 2
707 656 8
469 143 10
80 177 5
219 904 5
174 563 9
293 708 5
326 43 6
628 276 6
867 218 1
585 463 2
215 683 8
357 48 1
989 821 4
469 422 5
92 914 2
178 264 4
12 292 9
897 244 7
619 543 5
762 435 8
873 398 7
287 67 8
799 228 10
713 648 2
371 568 4
91 608 7
331 330 3
141 964 6
355 79 5
208 748 9
884 511 2
301 139 2
777 77 1
243 966 2
322 187 6
777 75 1
352 221 6
243 603 9
969 847 3
715 105 10
985 394 10
897 751 2
979 523 4
736 264 6
661 458 10
571 802 6
934 166 7
643 281 7
929 716 3
849 640 2
625 864 4
732 795 6
272 498 2
953 293 6
671 735 1
949 587 1
780 222 10
19 573 9
22 187 2
265 381 10
140 215 4
419 194 10
685 178 3
131 47 4
905 53 10
962 771 6
293 171 1
886 44 6
790 236 10
257 473 3
441 565 3
548 737 9
281 170 10
880 362 7
635 686 10
682 832 1
977 138 10
292 925 9
39 554 10
323 651 6
625 15 4
605 740 7
140 982 5
976 37 2
491 44 3
861 659 6
958 906 1
425 890 6
360 591 10
783 613 8
705 255 10
169 492 10
814 191 4
274 683 4
956 968 9
776 215 8
514 231 1
231 289 6
8 888 2
675 674 7
154 8 10
980 703 4
621 542 10
348 564 10
135 598 4
265 299 10
513 692 5
177 899 1
870 148 3
307 474 9
567 570 2
717 999 8
727 591 5
507 381 9
845 670 5
969 195 6
661 993 9
936 999 5
723 555 10
391 470 8
344 715 6
972 307 8
958 401 8
95 580 8
835 254 2
158 366 8
569 738 4
649 810 6
532 460 6
522 875 10
164 73 6
760 802 4
423 901 5
5 520 1
636 886 7
552 403 4
484 143 5
176 298 3
447 966 10
898 951 5
129 837 7
648 765 2
791 945 9
143 791 10
175 273 10
312 541 4
487 76 5
870 675 3
540 334 1
620 490 2
996 886 8
768 170 4
602 318 4
860 427 2
768 236 3
957 609 4
286 860 3
19 597 6
318 69 10
218 164 6
903 255 9
348 843 10
945 43 6
82 282 9
535 788 4
200 572 1
446 354 6
81 281 7
553 355 1
529 267 1
258 247 7
205 373 8
238 574 10
107 271 10
9 825 2
968 723 2
93 469 5
483 226 2
51 724 5
837 630 7
725 232 9
620 821 5
862 953 4
699 420 2
318 92 6
511 852 6
34 485 5
601 650 7
119 527 1
845 568 4
568 91 3
619 160 1
44 963 5
746 769 5
297 936 5
428 556 1
988 335 8
140 801 7
656 671 10
352 114 1
474 764 4
419 558 6
416 469 7
369 876 9
661 318 3
789 533 5
248 450 9
89 64 1
539 273 9
173 704 5
738 724 3
699 511 2
350 147 4
22 43 2
240 633 4
581 707 4
584 249 10
10 68 10
541 26 1
250 921 1
648 400 8
930 169 5
630 615 3
16 199 7
149 958 7
967 617 1
148 518 3
198 89 4
434 816 2
225 356 2
976 313 6
223 595 3
55 66 4
330 107 7
248 666 1
142 152 10
981 758 1
809 325 1
493 181 2
890 803 10
522 793 3
960 632 1
74 632 9
869 262 2
670 291 2
431 971 6
695 834 2
988 486 10
401 27 4
130 324 9
929 971 4
399 505 1
756 775 1
565 522 2
594 830 8
575 145 2
848 823 8
964 771 1
264 21 7
791 179 6
990 263 6
11 904 1
466 408 7
761 921 4
77 482 4
398 145 1
764 467 7
991 154 3
329 308 10
635 9 4
141 981 5
286 713 3
671 279 6
756 151 10
517 829 3
652 543 10
414 310 8
895 549 7
871 55 10
97 44 5
495 412 9
389 499 10
506 125 6
775 944 3
442 674 6
24 831 5
160 575 4
912 719 10
575 171 10
365 566 2
245 559 1
277 893 5
778 842 7
517 151 1
652 223 6
64 512 9
432 696 2
767 29 4
365 60 4
208 493 7
47 998 4
227 895 2
635 616 6
594 361 7
993 283 8
210 53 2
273 612 2
647 98 1
35 637 5
161 595 10
468 64 10
653 224 4
816 443 3
658 741 7
795 547 10
502 41 2
722 308 8
256 845 3
23 302 2
93 285 2
524 412 7
223 139 3
685 380 9
628 868 7
882 995 10
57 87 8
604 356 5
698 820 5
620 970 1
704 491 6
732 576 1
106 231 3
343 566 3
830 605 4
876 49 5
235 390 8
221 216 7
603 702 1
647 34 7
394 841 7
375 900 7
673 290 3
818 328 5
190 876 2
325 794 3
989 468 10
175 571 7
553 77 10
234 646 7
824 518 8
534 925 9
161 321 5
234 673 5
956 876 5
262 608 9
850 84 9
285 798 8
64 363 10
97 63 2
849 348 5
38 828 8
172 34 9
942 563 3
428 516 3
333 856 7
135 329 7
923 811 5
942 824 2
426 30 5
472 460 4
433 482 9
119 390 2
587 159 5
41 307 2
321 550 2
980 273 5
450 800 7
757 501 9
224 196 7
419 63 8
936 383 3
764 447 1
917 593 4
786 573 7
437 789 3
275 934 10
845 536 10
489 565 2
316 303 5
462 660 3
960 887 5
788 734 4
546 935 2
348 866 10
341 558 4
767 279 8
833 954 1
378 889 3
951 923 2
337 888 6
828 863 7
489 400 4
883 477 5
31 332 8
707 294 4
632 419 3
357 847 4
841 89 2
661 676 9
525 915 6
361 868 3
157 505 1
980 856 6
533 2 9
479 278 6
606 242 2
402 409 9
776 108 10
866 403 9
102 20 9
10 609 8
36 209 1
353 400 1
184 109 7
842 462 9
113 944 8
232 131 6
211 172 8
593 983 6
266 146 7
404 255 4
684 237 4
60 253 7
919 77 2
17 432 9
372 527 10
274 138 2
834 757 5
418 374 9
306 379 7
253 305 10
477 284 6
456 578 2
470 987 7
743 42 4
928 666 8
161 567 9
682 102 3
331 293 1
856 40 9
390 284 8
839 281 3
111 297 10
210 821 3
908 209 10
804 653 7
964 605 1
662 270 8
799 23 5
80 293 5
445 421 4
696 829 4
925 699 6
434 832 5
377 951 1
385 697 2
215 358 9
748 737 5
617 554 6
401 949 7
853 350 3
326 127 6
139 977 6
641 529 5
36 668 4
480 701 8
918 606 1
309 963 6
701 327 7
303 514 6
925 656 10
357 620 5
8 837 3
840 982 10
959 210 5
638 808 5
24 770 7
360 780 9
479 408 1
367 518 1
461 951 9
165 93 4
617 165 7
949 921 5
903 722 10
330 549 6
494 274 1
907 353 2
50 573 3
3 696 10
842 1000 6
431 465 4
245 984 2
582 805 2
688 103 5
573 548 5
743 884 7
862 60 8
745 176 3
370 377 1
726 116 4
741 24 5
121 948 10
251 342 5
875 14 6
332 850 4
725 154 9
252 239 2
981 692 5
509 689 4
845 604 7
487 727 5
581 946 10
720 768 2
264 480 5
223 526 5
179 992 10
901 853 7
710 861 5
714 407 3
450 590 4
935 594 3
520 552 9
533 421 10
411 188 10
451 637 7
995 330 3
985 66 7
505 716 7
770 909 2
471 861 9
8 850 3
209 885 6
152 131 1
104 201 1
558 652 10
938 160 1
847 681 6
424 369 2
929 752 5
492 892 1
794 994 1
524 310 3
201 761 10
828 742 9
795 883 4
617 974 2
598 831 1
551 983 9
122 161 1
210 608 3
301 573 1
5 370 7
165 629 1
489 402 5
39 593 7
394 906 10
394 524 5
581 115 3
697 421 2
857 606 7
412 331 5
468 309 8
166 931 1
767 264 3
772 437 9
652 307 10
33 521 5
183 450 9
634 737 2
467 998 2
796 630 8
681 347 2
729 697 7
71 985 3
377 226 4
454 905 5
130 229 5
742 903 9
450 296 3
231 617 3
184 120 2
3 773 2
327 182 3
912 782 3
843 774 10
729 621 3
485 320 1
253 818 8
4 917 1
385 573 8
694 973 7
366 575 10
933 209 5
808 126 1
489 745 2
35 697 3
870 559 2
783 81 1
601 818 2
223 558 1
256 111 4
931 270 9
479 170 5
503 723 9
163 402 4
731 245 5
720 743 9
191 978 1
378 167 1
40 24 10
9 293 4
672 994 2
969 791 5
608 2 10
823 571 8
986 802 10
508 365 8
621 553 1
692 531 9
858 8 10
918 38 9
779 221 8
132 992 6
951 402 7
33 709 6
844 825 10
271 879 7
625 698 6
767 829 7
235 865 4
331 598 4
21 205 5
358 43 8
61 598 5
768 205 2
533 387 5
496 266 8
573 826 2
697 335 9
42 725 6
738 153 3
397 712 6
464 788 4
329 630 7
479 645 9
68 297 4
416 80 4
532 975 10
82 553 6
69 474 10
569 650 1
347 364 4
941 387 2
484 897 1
924 826 9
232 304 1
789 720 5
798 558 5
657 449 7
388 587 6
292 593 4
591 3 4
362 152 6
576 270 4
622 7 8
882 763 6
392 469 1
586 677 7
604 86 5
948 113 9
388 842 10
133 367 9
410 195 1
662 398 4
61 965 4
121 232 5
959 225 3
413 781 8
836 363 5
972 800 2
601 963 8
968 880 5
584 292 3
185 301 4
535 364 2
821 563 10
79 396 8
675 107 9
637 969 4
282 758 9
238 966 6
506 259 5
900 520 6
508 308 7
257 4 7
617 354 5
296 926 6
835 927 3
929 445 9
336 995 9
759 905 7
885 194 1
8 189 2
335 19 10
764 669 3
967 868 8
129 980 8
865 338 7
306 348 3
721 294 2
670 859 10
483 274 6
640 680 9
225 160 1
153 693 2
730 503 7
273 410 4
867 941 4
744 940 7
985 160 7
700 956 1
295 223 3
120 253 3
753 12 9
413 585 3
104 834 9
619 66 9
513 504 10
956 736 1
167 920 3
47 862 8
148 109 10
70 197 9
440 726 6
699 171 6
674 286 10
783 7 8
922 513 10
968 242 8
579 80 8
267 926 10
718 933 6
439 371 9
385 461 6
654 177 6
401 149 3
413 110 5
820 442 9
846 123 8
931 3 6
934 63 8
309 380 8
339 39 8
959 637 8
269 497 4
253 675 2
261 238 3
983 346 1
31 911 6
401 85 9
489 629 2
659 489 2
974 633 7
17 56 2
44 220 6
129 684 5
892 568 2
680 351 8
202 458 9
93 17 9
72 880 3
648 72 2
655 396 10
439 518 9
997 489 7
910 757 9
850 300 3
690 120 3
957 896 6
733 964 9
960 949 3
935 878 7
589 375 5
307 969 10
865 419 10
629 892 2
967 744 4
833 938 6
949 571 2
310 912 3
802 855 4
34 68 3
493 628 2
622 449 7
78 30 2
659 655 1
103 231 6
730 710 8
375 171 4
398 48 3
325 214 7
122 87 1
422 661 1
798 87 4
691 333 10
560 228 3
286 831 3
696 28 9
401 557 5
478 81 2
67 345 3
308 528 9
247 557 2
599 369 5
801 936 6
38 575 9
494 207 9
522 974 9
270 104 10
776 500 5
945 747 8
232 644 7
531 17 7
103 539 7
923 14 9
940 718 5
850 276 5
309 362 2
392 636 4
415 897 9
389 170 2
534 47 9
946 181 9
313 621 7
817 655 6
504 322 8
278 121 7
265 98 1
298 536 1
120 314 9
512 358 3
716 626 6
166 979 8
491 786 9
643 429 5
576 705 2
65 360 5
138 291 10
298 26 9
431 875 1
628 122 5
357 681 7
924 357 3
349 326 7
730 521 9
710 396 4
244 6 8
935 178 9
696 51 10
145 223 6
886 16 3
635 463 4
373 455 7
733 190 5
820 461 2
735 326 3
726 90 10
836 29 1
669 451 10
965 771 7
818 943 1
560 832 1
367 982 9
271 315 2
203 942 2
352 685 3
247 382 6
303 498 4
340 750 9
945 497 9
992 664 9
759 926 6
762 452 4
668 31 5
743 935 6
974 702 6
682 183 8
374 429 7
228 430 7
936 549 4
206 205 2
78 867 10
200 460 3
194 921 9
420 707 7
49 548 8
713 894 8
414 698 10
461 384 8
933 246 8
235 852 7
67 778 6
392 362 5
114 217 8
382 549 10
273 740 7
166 514 4
937 231 5
28 821 5
54 156 4
49 914 1
134 30 5
247 693 2
879 724 2
633 747 2
413 329 3
456 757 3
603 501 9
424 189 8
274 921 5
550 31 7
818 620 9
144 904 1
662 275 10
133 896 9
647 685 9
84 15 4
661 249 5
797 50 5
326 665 7
9 495 5
226 727 7
480 190 7
932 293 3
899 600 1
43 168 2
475 288 8
808 383 10
800 650 9
318 554 4
453 387 9
12 213 10
221 553 4
363 547 10
109 275 6
733 281 3
718 499 10
207 417 7
420 717 3
51 104 5
682 307 3
679 581 6
519 207 4
1 126 1
171 159 6
959 964 5
655 113 10
122 924 7
571 891 5
651 741 4
110 506 10
549 243 10
988 832 1
356 307 10
65 334 1
159 120 4
24 203 1
729 439 6
931 526 8
788 588 8
766 782 4
799 911 3
94 188 10
58 34 1
525 133 3
997 684 1
777 364 10
500 41 6
643 585 9
972 601 7
886 329 2
886 801 2
650 871 2
959 528 3
247 91 1
856 907 2
86 617 4
916 386 8
153 924 7
996 655 3
380 922 2
380 730 3
252 773 6
957 819 10
609 773 2
305 690 3
369 810 5
363 98 4
958 690 8
448 183 10
240 689 5
108 317 4
91 507 7
728 621 8
875 177 6
882 35 5
219 118 4
878 245 10
351 473 8
232 90 10
1000 802 1
729 56 5
137 488 3
769 579 8
598 159 7
94 305 3
952 310 3
65 298 5
622 903 9
357 768 7
407 150 6
637 316 7
962 890 6
412 722 5
801 75 6
209 392 9
590 272 2
539 540 4
782 884 5
764 409 4
528 56 4
981 682 6
599 9 10
164 370 7
892 142 6
724 926 2
35 981 1
24 692 5
270 569 9
299 384 4
760 637 1
146 385 7
598 92 8
344 911 10
971 26 6
73 856 7
941 775 7
731 857 4
851 765 9
514 858 5
418 732 10
264 405 4
391 285 1
674 531 5
556 204 6
132 770 9
444 32 2
309 765 7
37 408 2
867 65 8
659 21 4
846 812 8
746 149 8
968 872 4
665 540 7
606 463 2
974 578 4
509 920 6
414 783 2
66 32 6
261 766 4
884 379 4
616 944 2
571 19 5
621 135 8
459 460 9
285 299 4
363 144 7
21 884 7
43 707 7
307 314 7
957 451 7
349 56 5
799 197 3
643 694 6
238 736 3
385 285 10
200 157 3
224 610 9
40 500 1
238 565 4
151 316 3
599 15 9
932 855 2
949 270 5
781 272 8
288 840 5
333 233 7
126 844 9
42 246 5
770 631 5
567 30 1
549 418 2
810 580 8
352 455 9
691 475 8
988 776 1
741 878 9
476 8 4
194 69 5
515 479 4
418 250 1
305 601 2
817 721 1
307 350 4
761 844 2
116 790 10
364 277 7
282 126 8
934 136 1
564 487 6
265 237 8
495 328 8
41 595 2
174 854 9
406 420 10
223 744 1
169 323 4
527 341 10
539 893 2
362 129 9
80 492 9
349 572 9
678 968 3
484 721 1
807 191 9
265 610 5
210 925 3
952 772 10
77 297 5
886 778 1
502 491 10
758 604 6
195 46 10
608 118 4
391 856 7
626 922 8
774 903 4
886 324 3
585 357 3
730 853 5
868 841 9
777 321 8
533 576 9
192 814 7
886 869 10
509 667 7
188 286 6
465 196 3
475 45 2
898 733 3
933 496 6
113 257 7
420 194 8
587 32 10
956 805 8
963 352 1
297 26 3
750 531 1
64 433 7
944 574 7
161 412 9
638 169 7
517 716 8
268 532 6
919 28 6
321 136 4
727 328 3
798 398 1
154 990 10
803 141 7
557 1000 5
946 241 9
120 614 2
816 309 1
989 639 9
100 982 6
555 288 7
148 368 9
703 472 1
116 513 10
85 223 9
799 148 1
68 158 1
726 193 9
79 169 7
234 317 1
822 935 8
203 570 3
792 847 8
24 812 3
181 567 7
99 665 5
112 527 10
457 684 10
956 103 5
350 667 10
734 164 10
641 789 2
433 228 2
885 985 10
375 255 2
96 359 10
573 432 8
10 815 9
225 966 3
985 907 6
901 184 9
525 534 8
965 396 9
970 630 7
671 955 3
589 779 6
251 903 4
304 254 2
99 664 6
504 68 6
955 866 5
978 202 6
923 96 9
793 931 6
487 392 9
948 616 3
587 478 10
158 782 3
481 923 8
814 227 8
174 933 6
282 961 10
1 194 10
199 194 5
883 227 2
960 782 8
298 656 4
37 119 4
994 455 6
795 887 4
694 979 10
877 252 2
199 238 5
273 728 10
45 485 7
702 849 10
997 922 2
76 191 5
311 761 6
77 396 6
487 58 2
178 381 10
18 449 1
335 351 9
733 146 1
474 984 6
867 588 1
579 4 8
658 661 8
511 564 2
317 666 8
901 224 9
884 822 4
523 97 4
413 312 10
971 350 9
943 72 6
715 212 1
